drift,attack,eta,p_secure,p_transition,p_insecure,phase_margin
0.005,0.05,0.01,1.0,0.0,0.0,0.01
0.005,0.05,0.0125,1.0,0.0,0.0,0.01
0.005,0.05,0.015,1.0,0.0,0.0,0.01
0.005,0.05,0.0175,1.0,0.0,0.0,0.01
0.005,0.05,0.02,1.0,0.0,0.0,0.01
0.005,0.05,0.0225,1.0,0.0,0.0,0.01
0.005,0.05,0.025,1.0,0.0,0.0,0.01
0.005,0.05,0.027500000000000004,1.0,0.0,0.0,0.01
0.005,0.05,0.03,1.0,0.0,0.0,0.01
0.005,0.05,0.0325,1.0,0.0,0.0,0.01
0.005,0.05,0.035,1.0,0.0,0.0,0.01
0.005,0.05,0.0375,1.0,0.0,0.0,0.01
0.005,0.05,0.04,1.0,0.0,0.0,0.01
0.005,0.05,0.0425,1.0,0.0,0.0,0.01
0.005,0.05,0.045000000000000005,1.0,0.0,0.0,0.01
0.005,0.05,0.0475,1.0,0.0,0.0,0.01
0.005,0.05,0.05,1.0,0.0,0.0,0.01
0.005,0.05,0.052500000000000005,1.0,0.0,0.0,0.01
0.005,0.05,0.055,1.0,0.0,0.0,0.01
0.005,0.05,0.0575,1.0,0.0,0.0,0.01
0.005,0.05,0.060000000000000005,1.0,0.0,0.0,0.01
0.005,0.05,0.0625,1.0,0.0,0.0,0.01
0.005,0.05,0.065,1.0,0.0,0.0,0.01
0.005,0.05,0.0675,1.0,0.0,0.0,0.01
0.005,0.05,0.06999999999999999,1.0,0.0,0.0,0.01
0.005,0.05,0.0725,1.0,0.0,0.0,0.01
0.005,0.05,0.075,1.0,0.0,0.0,0.01
0.005,0.05,0.0775,1.0,0.0,0.0,0.01
0.005,0.05,0.08,1.0,0.0,0.0,0.01
0.005,0.05,0.08249999999999999,0.936,0.016,0.048,0.01
0.005,0.05,0.08499999999999999,0.732,0.048,0.22,0.01
0.005,0.05,0.0875,0.512,0.032,0.456,0.01
0.005,0.05,0.09,0.2,0.024,0.776,0.01
0.005,0.05,0.0925,0.048,0.008,0.944,0.01
0.005,0.05,0.095,0.012,0.0,0.988,0.01
0.005,0.05,0.0975,0.004,0.0,0.996,0.01
0.005,0.05,0.09999999999999999,0.0,0.0,1.0,0.01
0.005,0.05,0.1025,0.0,0.0,1.0,0.01
0.005,0.05,0.105,0.0,0.0,1.0,0.01
0.005,0.05,0.1075,0.0,0.0,1.0,0.01
0.005,0.05,0.11,0.0,0.0,1.0,0.01
0.005,0.05,0.1125,0.0,0.0,1.0,0.01
0.005,0.05,0.11499999999999999,0.0,0.0,1.0,0.01
0.005,0.05,0.1175,0.0,0.0,1.0,0.01
0.005,0.05,0.12,0.0,0.0,1.0,0.01
0.005,0.05,0.1225,0.0,0.0,1.0,0.01
0.005,0.05,0.125,0.0,0.0,1.0,0.01
0.005,0.05,0.1275,0.0,0.0,1.0,0.01
0.005,0.05,0.13,0.0,0.0,1.0,0.01
0.005,0.05,0.1325,0.0,0.0,1.0,0.01
0.005,0.05,0.135,0.0,0.0,1.0,0.01
0.005,0.05,0.1375,0.0,0.0,1.0,0.01
0.005,0.05,0.14,0.0,0.0,1.0,0.01
0.005,0.05,0.14250000000000002,0.0,0.0,1.0,0.01
0.005,0.05,0.14500000000000002,0.0,0.0,1.0,0.01
0.005,0.05,0.14750000000000002,0.0,0.0,1.0,0.01
0.005,0.05,0.15000000000000002,0.0,0.0,1.0,0.01
0.005,0.05,0.15250000000000002,0.0,0.0,1.0,0.01
0.005,0.05,0.155,0.0,0.0,1.0,0.01
0.005,0.05,0.1575,0.0,0.0,1.0,0.01
0.005,0.05,0.16,0.0,0.0,1.0,0.01
0.005,0.05,0.1625,0.0,0.0,1.0,0.01
0.005,0.05,0.165,0.0,0.0,1.0,0.01
0.005,0.05,0.1675,0.0,0.0,1.0,0.01
0.005,0.05,0.17,0.0,0.0,1.0,0.01
0.005,0.05,0.17250000000000001,0.0,0.0,1.0,0.01
0.005,0.05,0.17500000000000002,0.0,0.0,1.0,0.01
0.005,0.05,0.17750000000000002,0.0,0.0,1.0,0.01
0.005,0.05,0.18000000000000002,0.0,0.0,1.0,0.01
0.005,0.05,0.18250000000000002,0.0,0.0,1.0,0.01
0.005,0.05,0.18500000000000003,0.0,0.0,1.0,0.01
0.005,0.05,0.1875,0.0,0.0,1.0,0.01
0.005,0.05,0.19,0.0,0.0,1.0,0.01
0.005,0.05,0.1925,0.0,0.0,1.0,0.01
0.005,0.05,0.195,0.0,0.0,1.0,0.01
0.005,0.05,0.1975,0.0,0.0,1.0,0.01
0.005,0.05,0.2,0.0,0.0,1.0,0.01
0.005,0.05,0.2025,0.0,0.0,1.0,0.01
0.005,0.05,0.20500000000000002,0.0,0.0,1.0,0.01
0.005,0.05,0.20750000000000002,0.0,0.0,1.0,0.01
0.005,0.05,0.21000000000000002,0.0,0.0,1.0,0.01
0.005,0.05,0.21250000000000002,0.0,0.0,1.0,0.01
0.005,0.05,0.21500000000000002,0.0,0.0,1.0,0.01
0.005,0.05,0.21750000000000003,0.0,0.0,1.0,0.01
0.005,0.05,0.22,0.0,0.0,1.0,0.01
0.005,0.1,0.01,1.0,0.0,0.0,0.01
0.005,0.1,0.0125,1.0,0.0,0.0,0.01
0.005,0.1,0.015,1.0,0.0,0.0,0.01
0.005,0.1,0.0175,1.0,0.0,0.0,0.01
0.005,0.1,0.02,1.0,0.0,0.0,0.01
0.005,0.1,0.0225,1.0,0.0,0.0,0.01
0.005,0.1,0.025,1.0,0.0,0.0,0.01
0.005,0.1,0.027500000000000004,1.0,0.0,0.0,0.01
0.005,0.1,0.03,1.0,0.0,0.0,0.01
0.005,0.1,0.0325,1.0,0.0,0.0,0.01
0.005,0.1,0.035,1.0,0.0,0.0,0.01
0.005,0.1,0.0375,1.0,0.0,0.0,0.01
0.005,0.1,0.04,1.0,0.0,0.0,0.01
0.005,0.1,0.0425,1.0,0.0,0.0,0.01
0.005,0.1,0.045000000000000005,1.0,0.0,0.0,0.01
0.005,0.1,0.0475,1.0,0.0,0.0,0.01
0.005,0.1,0.05,1.0,0.0,0.0,0.01
0.005,0.1,0.052500000000000005,1.0,0.0,0.0,0.01
0.005,0.1,0.055,1.0,0.0,0.0,0.01
0.005,0.1,0.0575,1.0,0.0,0.0,0.01
0.005,0.1,0.060000000000000005,1.0,0.0,0.0,0.01
0.005,0.1,0.0625,1.0,0.0,0.0,0.01
0.005,0.1,0.065,1.0,0.0,0.0,0.01
0.005,0.1,0.0675,1.0,0.0,0.0,0.01
0.005,0.1,0.06999999999999999,1.0,0.0,0.0,0.01
0.005,0.1,0.0725,1.0,0.0,0.0,0.01
0.005,0.1,0.075,0.996,0.0,0.004,0.01
0.005,0.1,0.0775,0.996,0.0,0.004,0.01
0.005,0.1,0.08,0.948,0.008,0.044,0.01
0.005,0.1,0.08249999999999999,0.764,0.032,0.204,0.01
0.005,0.1,0.08499999999999999,0.428,0.068,0.504,0.01
0.005,0.1,0.0875,0.204,0.04,0.756,0.01
0.005,0.1,0.09,0.056,0.004,0.94,0.01
0.005,0.1,0.0925,0.008,0.0,0.992,0.01
0.005,0.1,0.095,0.0,0.0,1.0,0.01
0.005,0.1,0.0975,0.0,0.0,1.0,0.01
0.005,0.1,0.09999999999999999,0.0,0.0,1.0,0.01
0.005,0.1,0.1025,0.0,0.0,1.0,0.01
0.005,0.1,0.105,0.0,0.0,1.0,0.01
0.005,0.1,0.1075,0.0,0.0,1.0,0.01
0.005,0.1,0.11,0.0,0.0,1.0,0.01
0.005,0.1,0.1125,0.0,0.0,1.0,0.01
0.005,0.1,0.11499999999999999,0.0,0.0,1.0,0.01
0.005,0.1,0.1175,0.0,0.0,1.0,0.01
0.005,0.1,0.12,0.0,0.0,1.0,0.01
0.005,0.1,0.1225,0.0,0.0,1.0,0.01
0.005,0.1,0.125,0.0,0.0,1.0,0.01
0.005,0.1,0.1275,0.0,0.0,1.0,0.01
0.005,0.1,0.13,0.0,0.0,1.0,0.01
0.005,0.1,0.1325,0.0,0.0,1.0,0.01
0.005,0.1,0.135,0.0,0.0,1.0,0.01
0.005,0.1,0.1375,0.0,0.0,1.0,0.01
0.005,0.1,0.14,0.0,0.0,1.0,0.01
0.005,0.1,0.14250000000000002,0.0,0.0,1.0,0.01
0.005,0.1,0.14500000000000002,0.0,0.0,1.0,0.01
0.005,0.1,0.14750000000000002,0.0,0.0,1.0,0.01
0.005,0.1,0.15000000000000002,0.0,0.0,1.0,0.01
0.005,0.1,0.15250000000000002,0.0,0.0,1.0,0.01
0.005,0.1,0.155,0.0,0.0,1.0,0.01
0.005,0.1,0.1575,0.0,0.0,1.0,0.01
0.005,0.1,0.16,0.0,0.0,1.0,0.01
0.005,0.1,0.1625,0.0,0.0,1.0,0.01
0.005,0.1,0.165,0.0,0.0,1.0,0.01
0.005,0.1,0.1675,0.0,0.0,1.0,0.01
0.005,0.1,0.17,0.0,0.0,1.0,0.01
0.005,0.1,0.17250000000000001,0.0,0.0,1.0,0.01
0.005,0.1,0.17500000000000002,0.0,0.0,1.0,0.01
0.005,0.1,0.17750000000000002,0.0,0.0,1.0,0.01
0.005,0.1,0.18000000000000002,0.0,0.0,1.0,0.01
0.005,0.1,0.18250000000000002,0.0,0.0,1.0,0.01
0.005,0.1,0.18500000000000003,0.0,0.0,1.0,0.01
0.005,0.1,0.1875,0.0,0.0,1.0,0.01
0.005,0.1,0.19,0.0,0.0,1.0,0.01
0.005,0.1,0.1925,0.0,0.0,1.0,0.01
0.005,0.1,0.195,0.0,0.0,1.0,0.01
0.005,0.1,0.1975,0.0,0.0,1.0,0.01
0.005,0.1,0.2,0.0,0.0,1.0,0.01
0.005,0.1,0.2025,0.0,0.0,1.0,0.01
0.005,0.1,0.20500000000000002,0.0,0.0,1.0,0.01
0.005,0.1,0.20750000000000002,0.0,0.0,1.0,0.01
0.005,0.1,0.21000000000000002,0.0,0.0,1.0,0.01
0.005,0.1,0.21250000000000002,0.0,0.0,1.0,0.01
0.005,0.1,0.21500000000000002,0.0,0.0,1.0,0.01
0.005,0.1,0.21750000000000003,0.0,0.0,1.0,0.01
0.005,0.1,0.22,0.0,0.0,1.0,0.01
0.005,0.15,0.01,1.0,0.0,0.0,0.01
0.005,0.15,0.0125,1.0,0.0,0.0,0.01
0.005,0.15,0.015,1.0,0.0,0.0,0.01
0.005,0.15,0.0175,1.0,0.0,0.0,0.01
0.005,0.15,0.02,1.0,0.0,0.0,0.01
0.005,0.15,0.0225,1.0,0.0,0.0,0.01
0.005,0.15,0.025,1.0,0.0,0.0,0.01
0.005,0.15,0.027500000000000004,1.0,0.0,0.0,0.01
0.005,0.15,0.03,1.0,0.0,0.0,0.01
0.005,0.15,0.0325,1.0,0.0,0.0,0.01
0.005,0.15,0.035,1.0,0.0,0.0,0.01
0.005,0.15,0.0375,1.0,0.0,0.0,0.01
0.005,0.15,0.04,1.0,0.0,0.0,0.01
0.005,0.15,0.0425,1.0,0.0,0.0,0.01
0.005,0.15,0.045000000000000005,1.0,0.0,0.0,0.01
0.005,0.15,0.0475,1.0,0.0,0.0,0.01
0.005,0.15,0.05,1.0,0.0,0.0,0.01
0.005,0.15,0.052500000000000005,1.0,0.0,0.0,0.01
0.005,0.15,0.055,1.0,0.0,0.0,0.01
0.005,0.15,0.0575,1.0,0.0,0.0,0.01
0.005,0.15,0.060000000000000005,1.0,0.0,0.0,0.01
0.005,0.15,0.0625,1.0,0.0,0.0,0.01
0.005,0.15,0.065,1.0,0.0,0.0,0.01
0.005,0.15,0.0675,1.0,0.0,0.0,0.01
0.005,0.15,0.06999999999999999,1.0,0.0,0.0,0.01
0.005,0.15,0.0725,1.0,0.0,0.0,0.01
0.005,0.15,0.075,0.992,0.0,0.008,0.01
0.005,0.15,0.0775,0.952,0.0,0.048,0.01
0.005,0.15,0.08,0.772,0.02,0.208,0.01
0.005,0.15,0.08249999999999999,0.472,0.036,0.492,0.01
0.005,0.15,0.08499999999999999,0.156,0.024,0.82,0.01
0.005,0.15,0.0875,0.044,0.02,0.936,0.01
0.005,0.15,0.09,0.012,0.0,0.988,0.01
0.005,0.15,0.0925,0.0,0.0,1.0,0.01
0.005,0.15,0.095,0.0,0.0,1.0,0.01
0.005,0.15,0.0975,0.0,0.0,1.0,0.01
0.005,0.15,0.09999999999999999,0.0,0.0,1.0,0.01
0.005,0.15,0.1025,0.0,0.0,1.0,0.01
0.005,0.15,0.105,0.0,0.0,1.0,0.01
0.005,0.15,0.1075,0.0,0.0,1.0,0.01
0.005,0.15,0.11,0.0,0.0,1.0,0.01
0.005,0.15,0.1125,0.0,0.0,1.0,0.01
0.005,0.15,0.11499999999999999,0.0,0.0,1.0,0.01
0.005,0.15,0.1175,0.0,0.0,1.0,0.01
0.005,0.15,0.12,0.0,0.0,1.0,0.01
0.005,0.15,0.1225,0.0,0.0,1.0,0.01
0.005,0.15,0.125,0.0,0.0,1.0,0.01
0.005,0.15,0.1275,0.0,0.0,1.0,0.01
0.005,0.15,0.13,0.0,0.0,1.0,0.01
0.005,0.15,0.1325,0.0,0.0,1.0,0.01
0.005,0.15,0.135,0.0,0.0,1.0,0.01
0.005,0.15,0.1375,0.0,0.0,1.0,0.01
0.005,0.15,0.14,0.0,0.0,1.0,0.01
0.005,0.15,0.14250000000000002,0.0,0.0,1.0,0.01
0.005,0.15,0.14500000000000002,0.0,0.0,1.0,0.01
0.005,0.15,0.14750000000000002,0.0,0.0,1.0,0.01
0.005,0.15,0.15000000000000002,0.0,0.0,1.0,0.01
0.005,0.15,0.15250000000000002,0.0,0.0,1.0,0.01
0.005,0.15,0.155,0.0,0.0,1.0,0.01
0.005,0.15,0.1575,0.0,0.0,1.0,0.01
0.005,0.15,0.16,0.0,0.0,1.0,0.01
0.005,0.15,0.1625,0.0,0.0,1.0,0.01
0.005,0.15,0.165,0.0,0.0,1.0,0.01
0.005,0.15,0.1675,0.0,0.0,1.0,0.01
0.005,0.15,0.17,0.0,0.0,1.0,0.01
0.005,0.15,0.17250000000000001,0.0,0.0,1.0,0.01
0.005,0.15,0.17500000000000002,0.0,0.0,1.0,0.01
0.005,0.15,0.17750000000000002,0.0,0.0,1.0,0.01
0.005,0.15,0.18000000000000002,0.0,0.0,1.0,0.01
0.005,0.15,0.18250000000000002,0.0,0.0,1.0,0.01
0.005,0.15,0.18500000000000003,0.0,0.0,1.0,0.01
0.005,0.15,0.1875,0.0,0.0,1.0,0.01
0.005,0.15,0.19,0.0,0.0,1.0,0.01
0.005,0.15,0.1925,0.0,0.0,1.0,0.01
0.005,0.15,0.195,0.0,0.0,1.0,0.01
0.005,0.15,0.1975,0.0,0.0,1.0,0.01
0.005,0.15,0.2,0.0,0.0,1.0,0.01
0.005,0.15,0.2025,0.0,0.0,1.0,0.01
0.005,0.15,0.20500000000000002,0.0,0.0,1.0,0.01
0.005,0.15,0.20750000000000002,0.0,0.0,1.0,0.01
0.005,0.15,0.21000000000000002,0.0,0.0,1.0,0.01
0.005,0.15,0.21250000000000002,0.0,0.0,1.0,0.01
0.005,0.15,0.21500000000000002,0.0,0.0,1.0,0.01
0.005,0.15,0.21750000000000003,0.0,0.0,1.0,0.01
0.005,0.15,0.22,0.0,0.0,1.0,0.01
0.005,0.2,0.01,1.0,0.0,0.0,0.01
0.005,0.2,0.0125,1.0,0.0,0.0,0.01
0.005,0.2,0.015,1.0,0.0,0.0,0.01
0.005,0.2,0.0175,1.0,0.0,0.0,0.01
0.005,0.2,0.02,1.0,0.0,0.0,0.01
0.005,0.2,0.0225,1.0,0.0,0.0,0.01
0.005,0.2,0.025,1.0,0.0,0.0,0.01
0.005,0.2,0.027500000000000004,1.0,0.0,0.0,0.01
0.005,0.2,0.03,1.0,0.0,0.0,0.01
0.005,0.2,0.0325,1.0,0.0,0.0,0.01
0.005,0.2,0.035,1.0,0.0,0.0,0.01
0.005,0.2,0.0375,1.0,0.0,0.0,0.01
0.005,0.2,0.04,1.0,0.0,0.0,0.01
0.005,0.2,0.0425,1.0,0.0,0.0,0.01
0.005,0.2,0.045000000000000005,1.0,0.0,0.0,0.01
0.005,0.2,0.0475,1.0,0.0,0.0,0.01
0.005,0.2,0.05,1.0,0.0,0.0,0.01
0.005,0.2,0.052500000000000005,1.0,0.0,0.0,0.01
0.005,0.2,0.055,1.0,0.0,0.0,0.01
0.005,0.2,0.0575,1.0,0.0,0.0,0.01
0.005,0.2,0.060000000000000005,1.0,0.0,0.0,0.01
0.005,0.2,0.0625,1.0,0.0,0.0,0.01
0.005,0.2,0.065,1.0,0.0,0.0,0.01
0.005,0.2,0.0675,1.0,0.0,0.0,0.01
0.005,0.2,0.06999999999999999,1.0,0.0,0.0,0.01
0.005,0.2,0.0725,0.976,0.012,0.012,0.01
0.005,0.2,0.075,0.892,0.024,0.084,0.01
0.005,0.2,0.0775,0.724,0.044,0.232,0.01
0.005,0.2,0.08,0.376,0.052,0.572,0.01
0.005,0.2,0.08249999999999999,0.124,0.028,0.848,0.01
0.005,0.2,0.08499999999999999,0.02,0.008,0.972,0.01
0.005,0.2,0.0875,0.0,0.004,0.996,0.01
0.005,0.2,0.09,0.0,0.0,1.0,0.01
0.005,0.2,0.0925,0.0,0.0,1.0,0.01
0.005,0.2,0.095,0.0,0.0,1.0,0.01
0.005,0.2,0.0975,0.0,0.0,1.0,0.01
0.005,0.2,0.09999999999999999,0.0,0.0,1.0,0.01
0.005,0.2,0.1025,0.0,0.0,1.0,0.01
0.005,0.2,0.105,0.0,0.0,1.0,0.01
0.005,0.2,0.1075,0.0,0.0,1.0,0.01
0.005,0.2,0.11,0.0,0.0,1.0,0.01
0.005,0.2,0.1125,0.0,0.0,1.0,0.01
0.005,0.2,0.11499999999999999,0.0,0.0,1.0,0.01
0.005,0.2,0.1175,0.0,0.0,1.0,0.01
0.005,0.2,0.12,0.0,0.0,1.0,0.01
0.005,0.2,0.1225,0.0,0.0,1.0,0.01
0.005,0.2,0.125,0.0,0.0,1.0,0.01
0.005,0.2,0.1275,0.0,0.0,1.0,0.01
0.005,0.2,0.13,0.0,0.0,1.0,0.01
0.005,0.2,0.1325,0.0,0.0,1.0,0.01
0.005,0.2,0.135,0.0,0.0,1.0,0.01
0.005,0.2,0.1375,0.0,0.0,1.0,0.01
0.005,0.2,0.14,0.0,0.0,1.0,0.01
0.005,0.2,0.14250000000000002,0.0,0.0,1.0,0.01
0.005,0.2,0.14500000000000002,0.0,0.0,1.0,0.01
0.005,0.2,0.14750000000000002,0.0,0.0,1.0,0.01
0.005,0.2,0.15000000000000002,0.0,0.0,1.0,0.01
0.005,0.2,0.15250000000000002,0.0,0.0,1.0,0.01
0.005,0.2,0.155,0.0,0.0,1.0,0.01
0.005,0.2,0.1575,0.0,0.0,1.0,0.01
0.005,0.2,0.16,0.0,0.0,1.0,0.01
0.005,0.2,0.1625,0.0,0.0,1.0,0.01
0.005,0.2,0.165,0.0,0.0,1.0,0.01
0.005,0.2,0.1675,0.0,0.0,1.0,0.01
0.005,0.2,0.17,0.0,0.0,1.0,0.01
0.005,0.2,0.17250000000000001,0.0,0.0,1.0,0.01
0.005,0.2,0.17500000000000002,0.0,0.0,1.0,0.01
0.005,0.2,0.17750000000000002,0.0,0.0,1.0,0.01
0.005,0.2,0.18000000000000002,0.0,0.0,1.0,0.01
0.005,0.2,0.18250000000000002,0.0,0.0,1.0,0.01
0.005,0.2,0.18500000000000003,0.0,0.0,1.0,0.01
0.005,0.2,0.1875,0.0,0.0,1.0,0.01
0.005,0.2,0.19,0.0,0.0,1.0,0.01
0.005,0.2,0.1925,0.0,0.0,1.0,0.01
0.005,0.2,0.195,0.0,0.0,1.0,0.01
0.005,0.2,0.1975,0.0,0.0,1.0,0.01
0.005,0.2,0.2,0.0,0.0,1.0,0.01
0.005,0.2,0.2025,0.0,0.0,1.0,0.01
0.005,0.2,0.20500000000000002,0.0,0.0,1.0,0.01
0.005,0.2,0.20750000000000002,0.0,0.0,1.0,0.01
0.005,0.2,0.21000000000000002,0.0,0.0,1.0,0.01
0.005,0.2,0.21250000000000002,0.0,0.0,1.0,0.01
0.005,0.2,0.21500000000000002,0.0,0.0,1.0,0.01
0.005,0.2,0.21750000000000003,0.0,0.0,1.0,0.01
0.005,0.2,0.22,0.0,0.0,1.0,0.01
0.005,0.25,0.01,1.0,0.0,0.0,0.01
0.005,0.25,0.0125,1.0,0.0,0.0,0.01
0.005,0.25,0.015,1.0,0.0,0.0,0.01
0.005,0.25,0.0175,1.0,0.0,0.0,0.01
0.005,0.25,0.02,1.0,0.0,0.0,0.01
0.005,0.25,0.0225,1.0,0.0,0.0,0.01
0.005,0.25,0.025,1.0,0.0,0.0,0.01
0.005,0.25,0.027500000000000004,1.0,0.0,0.0,0.01
0.005,0.25,0.03,1.0,0.0,0.0,0.01
0.005,0.25,0.0325,1.0,0.0,0.0,0.01
0.005,0.25,0.035,1.0,0.0,0.0,0.01
0.005,0.25,0.0375,1.0,0.0,0.0,0.01
0.005,0.25,0.04,1.0,0.0,0.0,0.01
0.005,0.25,0.0425,1.0,0.0,0.0,0.01
0.005,0.25,0.045000000000000005,1.0,0.0,0.0,0.01
0.005,0.25,0.0475,1.0,0.0,0.0,0.01
0.005,0.25,0.05,1.0,0.0,0.0,0.01
0.005,0.25,0.052500000000000005,1.0,0.0,0.0,0.01
0.005,0.25,0.055,1.0,0.0,0.0,0.01
0.005,0.25,0.0575,1.0,0.0,0.0,0.01
0.005,0.25,0.060000000000000005,1.0,0.0,0.0,0.01
0.005,0.25,0.0625,1.0,0.0,0.0,0.01
0.005,0.25,0.065,1.0,0.0,0.0,0.01
0.005,0.25,0.0675,1.0,0.0,0.0,0.01
0.005,0.25,0.06999999999999999,0.98,0.004,0.016,0.01
0.005,0.25,0.0725,0.928,0.012,0.06,0.01
0.005,0.25,0.075,0.692,0.012,0.296,0.01
0.005,0.25,0.0775,0.392,0.04,0.568,0.01
0.005,0.25,0.08,0.132,0.02,0.848,0.01
0.005,0.25,0.08249999999999999,0.028,0.004,0.968,0.01
0.005,0.25,0.08499999999999999,0.0,0.004,0.996,0.01
0.005,0.25,0.0875,0.0,0.004,0.996,0.01
0.005,0.25,0.09,0.0,0.0,1.0,0.01
0.005,0.25,0.0925,0.0,0.0,1.0,0.01
0.005,0.25,0.095,0.0,0.0,1.0,0.01
0.005,0.25,0.0975,0.0,0.0,1.0,0.01
0.005,0.25,0.09999999999999999,0.0,0.0,1.0,0.01
0.005,0.25,0.1025,0.0,0.0,1.0,0.01
0.005,0.25,0.105,0.0,0.0,1.0,0.01
0.005,0.25,0.1075,0.0,0.0,1.0,0.01
0.005,0.25,0.11,0.0,0.0,1.0,0.01
0.005,0.25,0.1125,0.0,0.0,1.0,0.01
0.005,0.25,0.11499999999999999,0.0,0.0,1.0,0.01
0.005,0.25,0.1175,0.0,0.0,1.0,0.01
0.005,0.25,0.12,0.0,0.0,1.0,0.01
0.005,0.25,0.1225,0.0,0.0,1.0,0.01
0.005,0.25,0.125,0.0,0.0,1.0,0.01
0.005,0.25,0.1275,0.0,0.0,1.0,0.01
0.005,0.25,0.13,0.0,0.0,1.0,0.01
0.005,0.25,0.1325,0.0,0.0,1.0,0.01
0.005,0.25,0.135,0.0,0.0,1.0,0.01
0.005,0.25,0.1375,0.0,0.0,1.0,0.01
0.005,0.25,0.14,0.0,0.0,1.0,0.01
0.005,0.25,0.14250000000000002,0.0,0.0,1.0,0.01
0.005,0.25,0.14500000000000002,0.0,0.0,1.0,0.01
0.005,0.25,0.14750000000000002,0.0,0.0,1.0,0.01
0.005,0.25,0.15000000000000002,0.0,0.0,1.0,0.01
0.005,0.25,0.15250000000000002,0.0,0.0,1.0,0.01
0.005,0.25,0.155,0.0,0.0,1.0,0.01
0.005,0.25,0.1575,0.0,0.0,1.0,0.01
0.005,0.25,0.16,0.0,0.0,1.0,0.01
0.005,0.25,0.1625,0.0,0.0,1.0,0.01
0.005,0.25,0.165,0.0,0.0,1.0,0.01
0.005,0.25,0.1675,0.0,0.0,1.0,0.01
0.005,0.25,0.17,0.0,0.0,1.0,0.01
0.005,0.25,0.17250000000000001,0.0,0.0,1.0,0.01
0.005,0.25,0.17500000000000002,0.0,0.0,1.0,0.01
0.005,0.25,0.17750000000000002,0.0,0.0,1.0,0.01
0.005,0.25,0.18000000000000002,0.0,0.0,1.0,0.01
0.005,0.25,0.18250000000000002,0.0,0.0,1.0,0.01
0.005,0.25,0.18500000000000003,0.0,0.0,1.0,0.01
0.005,0.25,0.1875,0.0,0.0,1.0,0.01
0.005,0.25,0.19,0.0,0.0,1.0,0.01
0.005,0.25,0.1925,0.0,0.0,1.0,0.01
0.005,0.25,0.195,0.0,0.0,1.0,0.01
0.005,0.25,0.1975,0.0,0.0,1.0,0.01
0.005,0.25,0.2,0.0,0.0,1.0,0.01
0.005,0.25,0.2025,0.0,0.0,1.0,0.01
0.005,0.25,0.20500000000000002,0.0,0.0,1.0,0.01
0.005,0.25,0.20750000000000002,0.0,0.0,1.0,0.01
0.005,0.25,0.21000000000000002,0.0,0.0,1.0,0.01
0.005,0.25,0.21250000000000002,0.0,0.0,1.0,0.01
0.005,0.25,0.21500000000000002,0.0,0.0,1.0,0.01
0.005,0.25,0.21750000000000003,0.0,0.0,1.0,0.01
0.005,0.25,0.22,0.0,0.0,1.0,0.01
0.005,0.3,0.01,1.0,0.0,0.0,0.01
0.005,0.3,0.0125,1.0,0.0,0.0,0.01
0.005,0.3,0.015,1.0,0.0,0.0,0.01
0.005,0.3,0.0175,1.0,0.0,0.0,0.01
0.005,0.3,0.02,1.0,0.0,0.0,0.01
0.005,0.3,0.0225,1.0,0.0,0.0,0.01
0.005,0.3,0.025,1.0,0.0,0.0,0.01
0.005,0.3,0.027500000000000004,1.0,0.0,0.0,0.01
0.005,0.3,0.03,1.0,0.0,0.0,0.01
0.005,0.3,0.0325,1.0,0.0,0.0,0.01
0.005,0.3,0.035,1.0,0.0,0.0,0.01
0.005,0.3,0.0375,1.0,0.0,0.0,0.01
0.005,0.3,0.04,1.0,0.0,0.0,0.01
0.005,0.3,0.0425,1.0,0.0,0.0,0.01
0.005,0.3,0.045000000000000005,1.0,0.0,0.0,0.01
0.005,0.3,0.0475,1.0,0.0,0.0,0.01
0.005,0.3,0.05,1.0,0.0,0.0,0.01
0.005,0.3,0.052500000000000005,1.0,0.0,0.0,0.01
0.005,0.3,0.055,1.0,0.0,0.0,0.01
0.005,0.3,0.0575,1.0,0.0,0.0,0.01
0.005,0.3,0.060000000000000005,1.0,0.0,0.0,0.01
0.005,0.3,0.0625,1.0,0.0,0.0,0.01
0.005,0.3,0.065,0.996,0.0,0.004,0.01
0.005,0.3,0.0675,0.976,0.008,0.016,0.01
0.005,0.3,0.06999999999999999,0.904,0.008,0.088,0.01
0.005,0.3,0.0725,0.668,0.028,0.304,0.01
0.005,0.3,0.075,0.368,0.04,0.592,0.01
0.005,0.3,0.0775,0.136,0.024,0.84,0.01
0.005,0.3,0.08,0.032,0.02,0.948,0.01
0.005,0.3,0.08249999999999999,0.004,0.004,0.992,0.01
0.005,0.3,0.08499999999999999,0.004,0.0,0.996,0.01
0.005,0.3,0.0875,0.0,0.0,1.0,0.01
0.005,0.3,0.09,0.0,0.0,1.0,0.01
0.005,0.3,0.0925,0.0,0.0,1.0,0.01
0.005,0.3,0.095,0.0,0.0,1.0,0.01
0.005,0.3,0.0975,0.0,0.0,1.0,0.01
0.005,0.3,0.09999999999999999,0.0,0.0,1.0,0.01
0.005,0.3,0.1025,0.0,0.0,1.0,0.01
0.005,0.3,0.105,0.0,0.0,1.0,0.01
0.005,0.3,0.1075,0.0,0.0,1.0,0.01
0.005,0.3,0.11,0.0,0.0,1.0,0.01
0.005,0.3,0.1125,0.0,0.0,1.0,0.01
0.005,0.3,0.11499999999999999,0.0,0.0,1.0,0.01
